Date,Location,Rainfall_mm,WaterLevel_m,SoilMoisture_pct,Elevation_m,FloodOccurrence,Year
2019-04-23,Quezon City,8.6,2.6,14.2,43,0,2019
2019-04-23,Marikina,4.0,0.5,9.7,15,0,2019
2019-04-23,Manila,9.7,1.2,15.2,5,0,2019
2019-04-23,Pasig,17.7,1.4,25.0,5,0,2019
2019-04-24,Quezon City,18.9,2.7,14.2,43,0,2019
2019-04-24,Marikina,4.4,0.5,9.2,15,0,2019
2019-04-24,Manila,9.2,0.6,13.3,5,0,2019
2019-04-24,Pasig,12.0,1.5,20.4,5,0,2019
2019-04-25,Quezon City,11.5,0.5,15.2,43,0,2019
2019-04-25,Marikina,25.2,1.5,30.5,15,0,2019
2019-04-25,Manila,3.5,0.5,18.3,5,0,2019
2019-04-25,Pasig,19.6,1.8,23.3,5,0,2019
2019-04-26,Quezon City,14.4,0.5,20.7,43,0,2019
2019-04-26,Marikina,20.3,2.9,20.9,15,0,2019
2019-04-26,Manila,14.0,3.2,19.9,5,0,2019
2019-04-26,Pasig,5.8,0.5,12.3,5,0,2019
2019-04-27,Quezon City,8.3,1.1,27.3,43,0,2019
2019-04-27,Marikina,11.9,2.3,8.6,15,0,2019
2019-04-27,Manila,7.8,0.5,26.5,5,0,2019
2019-04-27,Pasig,1.2,0.5,6.7,5,0,2019
2019-04-28,Quezon City,7.7,0.5,10.0,43,0,2019
2019-04-28,Marikina,15.7,2.0,19.6,15,0,2019
2019-04-28,Manila,7.6,0.5,23.3,5,0,2019
2019-04-28,Pasig,18.5,0.8,18.4,5,0,2019
2019-04-29,Quezon City,5.9,2.7,13.7,43,0,2019
2019-04-29,Marikina,5.5,1.3,5.7,15,0,2019
2019-04-29,Manila,7.1,0.8,14.4,5,0,2019
2019-04-29,Pasig,23.4,2.9,16.9,5,0,2019
2019-04-30,Quezon City,13.8,0.8,16.5,43,0,2019
2019-04-30,Marikina,2.0,0.5,6.4,15,0,2019
2019-04-30,Manila,29.5,3.7,19.4,5,0,2019
2019-04-30,Pasig,8.3,0.5,16.1,5,0,2019
2019-05-01,Quezon City,3.3,2.8,18.0,43,0,2019
2019-05-01,Marikina,9.2,0.9,14.4,15,0,2019
2019-05-01,Manila,12.5,1.9,5.9,5,0,2019
2019-05-01,Pasig,6.0,0.6,16.1,5,0,2019
2019-05-02,Quezon City,21.5,1.3,24.9,43,0,2019
2019-05-02,Marikina,10.3,0.5,5.0,15,0,2019
2019-05-02,Manila,11.8,0.6,18.2,5,0,2019
2019-05-02,Pasig,7.1,1.7,19.4,5,0,2019
2019-05-03,Quezon City,8.0,0.5,16.6,43,0,2019
2019-05-03,Marikina,9.2,1.0,17.7,15,0,2019
2019-05-03,Manila,9.1,0.5,14.4,5,0,2019
2019-05-03,Pasig,5.0,0.5,10.5,5,0,2019
2019-05-04,Quezon City,10.1,0.5,14.9,43,0,2019
2019-05-04,Marikina,10.6,0.7,18.2,15,0,2019
2019-05-04,Manila,7.3,2.0,7.1,5,0,2019
2019-05-04,Pasig,8.7,0.5,20.6,5,0,2019
2019-05-05,Quezon City,0.4,1.1,13.7,43,0,2019
2019-05-05,Marikina,10.7,3.2,14.9,15,0,2019
2019-05-05,Manila,13.7,0.5,21.9,5,0,2019
2019-05-05,Pasig,11.1,1.0,20.9,5,0,2019
2019-05-06,Quezon City,3.0,0.5,8.1,43,0,2019
2019-05-06,Marikina,4.8,1.9,8.2,15,0,2019
2019-05-06,Manila,9.8,0.9,7.9,5,0,2019
2019-05-06,Pasig,28.1,3.1,26.6,5,0,2019
2019-05-07,Quezon City,11.3,1.0,13.9,43,0,2019
2019-05-07,Marikina,9.9,0.5,13.5,15,0,2019
2019-05-07,Manila,8.3,0.5,15.3,5,0,2019
2019-05-07,Pasig,13.7,0.6,18.2,5,0,2019
2019-05-08,Quezon City,5.2,1.2,8.9,43,0,2019
2019-05-08,Marikina,1.2,0.5,9.6,15,0,2019
2019-05-08,Manila,15.5,2.8,16.7,5,0,2019
2019-05-08,Pasig,5.3,1.9,10.6,5,0,2019
2019-05-09,Quezon City,8.6,0.5,20.9,43,0,2019
2019-05-09,Marikina,4.5,0.7,18.0,15,0,2019
2019-05-09,Manila,4.3,0.5,12.2,5,0,2019
2019-05-09,Pasig,7.8,0.5,10.1,5,0,2019
2019-05-10,Quezon City,14.8,1.1,19.5,43,0,2019
2019-05-10,Marikina,14.9,0.5,22.6,15,0,2019
2019-05-10,Manila,21.6,1.2,15.2,5,0,2019
2019-05-10,Pasig,20.1,2.6,29.3,5,0,2019
2019-05-11,Quezon City,13.1,0.7,14.1,43,0,2019
2019-05-11,Marikina,28.9,3.0,18.2,15,0,2019
2019-05-11,Manila,1.1,0.6,5.0,5,0,2019
2019-05-11,Pasig,5.6,0.5,20.3,5,0,2019
2019-05-12,Quezon City,2.0,1.0,15.8,43,0,2019
2019-05-12,Marikina,1.6,1.8,13.7,15,0,2019
2019-05-12,Manila,5.8,0.9,8.8,5,0,2019
2019-05-12,Pasig,0.4,0.6,6.6,5,0,2019
2019-05-13,Quezon City,7.4,1.7,15.9,43,0,2019
2019-05-13,Marikina,12.8,1.6,18.9,15,0,2019
2019-05-13,Manila,12.1,0.5,19.1,5,0,2019
2019-05-13,Pasig,7.6,0.6,13.5,5,0,2019
2019-05-14,Quezon City,1.5,0.5,14.6,43,0,2019
2019-05-14,Marikina,19.2,2.9,17.0,15,0,2019
2019-05-14,Manila,3.2,0.5,6.1,5,0,2019
2019-05-14,Pasig,16.2,0.5,17.6,5,0,2019
2019-05-15,Quezon City,15.2,0.9,24.3,43,0,2019
2019-05-15,Marikina,16.3,1.5,13.9,15,0,2019
2019-05-15,Manila,4.4,0.5,5.3,5,0,2019
2019-05-15,Pasig,21.2,2.9,11.1,5,0,2019
2019-05-16,Quezon City,15.9,3.1,23.7,43,0,2019
2019-05-16,Marikina,16.5,2.4,16.6,15,0,2019
2019-05-16,Manila,10.1,0.7,10.2,5,0,2019
2019-05-16,Pasig,19.8,1.3,14.9,5,0,2019
2019-05-17,Quezon City,22.2,2.4,13.3,43,0,2019
2019-05-17,Marikina,8.6,0.5,13.5,15,0,2019
2019-05-17,Manila,8.9,2.5,8.8,5,0,2019
2019-05-17,Pasig,11.8,0.5,9.8,5,0,2019
2019-05-18,Quezon City,9.5,1.7,8.3,43,0,2019
2019-05-18,Marikina,3.5,0.5,11.5,15,0,2019
2019-05-18,Manila,8.7,0.5,19.3,5,0,2019
2019-05-18,Pasig,4.1,0.5,11.8,5,0,2019
2019-05-19,Quezon City,13.5,0.5,7.9,43,0,2019
2019-05-19,Marikina,3.6,0.5,11.6,15,0,2019
2019-05-19,Manila,10.5,1.6,23.1,5,0,2019
2019-05-19,Pasig,10.2,2.5,14.5,5,0,2019
2019-05-20,Quezon City,8.8,0.5,5.0,43,0,2019
2019-05-20,Marikina,11.4,0.5,26.7,15,0,2019
2019-05-20,Manila,6.1,0.6,5.4,5,0,2019
2019-05-20,Pasig,17.3,1.5,19.1,5,0,2019
2019-05-21,Quezon City,1.2,0.9,12.1,43,0,2019
2019-05-21,Marikina,5.2,0.6,12.7,15,0,2019
2019-05-21,Manila,19.6,1.4,15.7,5,0,2019
2019-05-21,Pasig,3.0,1.5,5.0,5,0,2019
2019-05-22,Quezon City,3.4,0.5,8.4,43,0,2019
2019-05-22,Marikina,2.9,1.3,18.6,15,0,2019
2019-05-22,Manila,4.7,0.5,12.1,5,0,2019
2019-05-22,Pasig,10.7,0.5,5.7,5,0,2019
2019-05-23,Quezon City,7.8,0.8,9.9,43,0,2019
2019-05-23,Marikina,6.6,0.5,10.3,15,0,2019
2019-05-23,Manila,4.4,0.5,16.3,5,0,2019
2019-05-23,Pasig,1.7,1.9,5.0,5,0,2019
2019-05-24,Quezon City,12.9,1.0,16.7,43,0,2019
2019-05-24,Marikina,3.1,0.5,8.5,15,0,2019
2019-05-24,Manila,8.2,0.5,10.6,5,0,2019
2019-05-24,Pasig,0.6,0.5,13.2,5,0,2019
2019-05-25,Quezon City,2.2,0.5,7.4,43,0,2019
2019-05-25,Marikina,8.9,0.5,5.0,15,0,2019
2019-05-25,Manila,8.8,0.8,14.6,5,0,2019
2019-05-25,Pasig,14.3,1.7,23.4,5,0,2019
2019-05-26,Quezon City,5.8,0.5,15.2,43,0,2019
2019-05-26,Marikina,12.2,0.5,16.1,15,0,2019
2019-05-26,Manila,8.1,0.5,18.4,5,0,2019
2019-05-26,Pasig,10.2,0.9,13.8,5,0,2019
2019-05-27,Quezon City,5.9,1.7,8.9,43,0,2019
2019-05-27,Marikina,3.8,0.5,15.1,15,0,2019
2019-05-27,Manila,1.5,1.8,11.2,5,0,2019
2019-05-27,Pasig,7.4,2.3,15.0,5,0,2019
2019-05-28,Quezon City,21.5,3.5,12.8,43,0,2019
2019-05-28,Marikina,14.2,0.6,20.1,15,0,2019
2019-05-28,Manila,14.9,0.8,14.0,5,0,2019
2019-05-28,Pasig,13.0,2.3,16.9,5,0,2019
2019-05-29,Quezon City,2.2,0.5,5.5,43,0,2019
2019-05-29,Marikina,3.4,0.6,21.4,15,0,2019
2019-05-29,Manila,8.5,1.2,11.5,5,0,2019
2019-05-29,Pasig,12.1,1.8,7.8,5,0,2019
2019-05-30,Quezon City,20.1,2.9,19.6,43,0,2019
2019-05-30,Marikina,5.1,0.5,10.2,15,0,2019
2019-05-30,Manila,11.9,1.7,23.2,5,0,2019
2019-05-30,Pasig,15.0,1.3,8.5,5,0,2019
2019-05-31,Quezon City,12.0,0.8,16.2,43,0,2019
2019-05-31,Marikina,11.9,0.6,28.0,15,0,2019
2019-05-31,Manila,0.5,0.7,11.0,5,0,2019
2019-05-31,Pasig,0.7,0.5,11.7,5,0,2019
2019-06-01,Quezon City,7.7,1.3,18.1,43,0,2019
2019-06-01,Marikina,15.6,0.7,27.4,15,0,2019
2019-06-01,Manila,7.4,0.5,23.1,5,0,2019
2019-06-01,Pasig,4.7,0.5,12.6,5,0,2019
2019-06-02,Quezon City,11.1,2.8,14.6,43,0,2019
2019-06-02,Marikina,3.9,0.5,13.2,15,0,2019
2019-06-02,Manila,4.2,1.0,14.0,5,0,2019
2019-06-02,Pasig,11.8,0.5,14.4,5,0,2019
2019-06-03,Quezon City,10.9,1.4,14.7,43,0,2019
2019-06-03,Marikina,8.1,2.0,19.7,15,0,2019
2019-06-03,Manila,17.9,1.4,13.2,5,0,2019
2019-06-03,Pasig,5.8,0.5,6.7,5,0,2019
2019-06-04,Quezon City,17.7,3.9,15.7,43,0,2019
2019-06-04,Marikina,0.4,0.6,5.9,15,0,2019
2019-06-04,Manila,0.5,1.3,6.8,5,0,2019
2019-06-04,Pasig,12.8,2.1,24.7,5,0,2019
2019-06-05,Quezon City,6.9,1.9,20.5,43,0,2019
2019-06-05,Marikina,9.4,2.9,10.0,15,0,2019
2019-06-05,Manila,2.6,0.5,12.7,5,0,2019
2019-06-05,Pasig,2.9,0.5,13.0,5,0,2019
2019-06-06,Quezon City,8.6,0.5,13.2,43,0,2019
2019-06-06,Marikina,6.7,0.5,21.5,15,0,2019
2019-06-06,Manila,2.3,1.6,20.1,5,0,2019
2019-06-06,Pasig,7.4,1.4,10.5,5,0,2019
2019-06-07,Quezon City,1.1,0.5,17.2,43,0,2019
2019-06-07,Marikina,11.1,2.2,10.1,15,0,2019
2019-06-07,Manila,3.7,0.5,22.2,5,0,2019
2019-06-07,Pasig,15.7,0.5,19.4,5,0,2019
2019-06-08,Quezon City,9.4,1.2,23.0,43,0,2019
2019-06-08,Marikina,25.4,0.8,18.2,15,0,2019
2019-06-08,Manila,5.4,0.5,19.2,5,0,2019
2019-06-08,Pasig,12.7,1.0,26.4,5,0,2019
2019-06-09,Quezon City,3.0,0.9,13.2,43,0,2019
2019-06-09,Marikina,9.5,0.5,12.5,15,0,2019
2019-06-09,Manila,5.0,2.1,18.5,5,0,2019
2019-06-09,Pasig,2.9,1.7,15.1,5,0,2019
2019-06-10,Quezon City,20.7,1.3,25.2,43,0,2019
2019-06-10,Marikina,27.7,3.6,20.5,15,0,2019
2019-06-10,Manila,26.2,2.2,21.3,5,0,2019
2019-06-10,Pasig,12.4,1.7,8.7,5,0,2019
2019-06-11,Quezon City,13.9,0.5,19.9,43,0,2019
2019-06-11,Marikina,18.3,2.0,20.5,15,0,2019
2019-06-11,Manila,10.8,1.8,10.2,5,0,2019
2019-06-11,Pasig,7.7,1.6,19.6,5,0,2019
2019-06-12,Quezon City,13.8,2.6,21.9,43,0,2019
2019-06-12,Marikina,6.6,0.5,10.7,15,0,2019
2019-06-12,Manila,3.1,0.5,11.1,5,0,2019
2019-06-12,Pasig,11.9,0.5,18.5,5,0,2019
2019-06-13,Quezon City,5.3,0.5,17.3,43,0,2019
2019-06-13,Marikina,21.5,5.0,21.6,15,0,2019
2019-06-13,Manila,10.8,1.0,16.3,5,0,2019
2019-06-13,Pasig,13.1,0.5,20.7,5,0,2019
2019-06-14,Quezon City,12.7,1.9,18.4,43,0,2019
2019-06-14,Marikina,12.1,1.3,9.6,15,0,2019
2019-06-14,Manila,2.7,0.5,11.0,5,0,2019
2019-06-14,Pasig,5.3,1.0,13.2,5,0,2019
2019-06-15,Quezon City,5.4,0.5,17.4,43,0,2019
2019-06-15,Marikina,3.3,0.5,9.6,15,0,2019
2019-06-15,Manila,8.7,1.9,20.3,5,0,2019
2019-06-15,Pasig,2.0,1.7,17.0,5,0,2019
2019-06-16,Quezon City,3.9,0.5,13.1,43,0,2019
2019-06-16,Marikina,3.4,0.5,19.0,15,0,2019
2019-06-16,Manila,10.8,0.6,23.9,5,0,2019
2019-06-16,Pasig,8.5,0.7,21.1,5,0,2019
2019-06-17,Quezon City,9.5,0.6,19.5,43,0,2019
2019-06-17,Marikina,6.0,1.2,16.1,15,0,2019
2019-06-17,Manila,4.7,0.8,12.8,5,0,2019
2019-06-17,Pasig,3.3,1.2,15.1,5,0,2019
2019-06-18,Quezon City,11.1,1.4,17.3,43,0,2019
2019-06-18,Marikina,1.2,0.5,16.3,15,0,2019
2019-06-18,Manila,4.2,0.5,11.7,5,0,2019
2019-06-18,Pasig,17.7,1.9,16.3,5,0,2019
2019-06-19,Quezon City,10.7,1.6,15.1,43,0,2019
2019-06-19,Marikina,7.6,2.8,19.6,15,0,2019
2019-06-19,Manila,3.5,1.6,8.5,5,0,2019
2019-06-19,Pasig,2.8,2.0,16.5,5,0,2019
2019-06-20,Quezon City,3.4,1.6,15.0,43,0,2019
2019-06-20,Marikina,8.0,0.5,5.0,15,0,2019
2019-06-20,Manila,2.4,0.5,24.0,5,0,2019
2019-06-20,Pasig,6.1,0.5,16.8,5,0,2019
2019-06-21,Quezon City,11.2,0.5,12.2,43,0,2019
2019-06-21,Marikina,30.0,3.9,19.9,15,1,2019
2019-06-21,Manila,5.8,0.5,12.9,5,0,2019
2019-06-21,Pasig,7.4,1.5,10.7,5,0,2019
2019-06-22,Quezon City,3.4,0.5,12.1,43,0,2019
2019-06-22,Marikina,6.5,0.8,19.1,15,0,2019
2019-06-22,Manila,9.5,2.7,14.8,5,0,2019
2019-06-22,Pasig,8.1,0.5,22.5,5,0,2019
2019-06-23,Quezon City,42.3,2.2,21.3,43,1,2019
2019-06-23,Marikina,30.9,1.3,26.7,15,1,2019
2019-06-23,Manila,21.7,1.3,27.5,5,0,2019
2019-06-23,Pasig,1.2,1.2,8.0,5,0,2019
2019-06-24,Quezon City,8.2,1.5,10.6,43,0,2019
2019-06-24,Marikina,7.4,0.5,12.3,15,0,2019
2019-06-24,Manila,2.3,0.9,11.1,5,0,2019
2019-06-24,Pasig,1.8,0.9,13.3,5,0,2019
2019-06-25,Quezon City,10.1,0.5,11.0,43,0,2019
2019-06-25,Marikina,5.2,2.5,18.1,15,0,2019
2019-06-25,Manila,3.9,0.7,11.1,5,0,2019
2019-06-25,Pasig,8.7,1.5,14.0,5,0,2019
2019-06-26,Quezon City,8.3,1.8,5.0,43,0,2019
2019-06-26,Marikina,6.3,0.5,15.8,15,0,2019
2019-06-26,Manila,1.9,2.2,14.6,5,0,2019
2019-06-26,Pasig,7.3,2.0,9.5,5,0,2019
2019-06-27,Quezon City,4.2,1.6,9.0,43,0,2019
2019-06-27,Marikina,7.4,1.4,11.4,15,0,2019
2019-06-27,Manila,1.7,0.5,14.3,5,0,2019
2019-06-27,Pasig,11.4,1.7,21.2,5,0,2019
2019-06-28,Quezon City,10.9,1.5,13.1,43,0,2019
2019-06-28,Marikina,13.0,0.8,24.5,15,0,2019
2019-06-28,Manila,14.8,0.5,24.4,5,0,2019
2019-06-28,Pasig,7.5,0.5,10.2,5,0,2019
2019-06-29,Quezon City,8.1,0.6,13.2,43,0,2019
2019-06-29,Marikina,8.5,0.5,13.3,15,0,2019
2019-06-29,Manila,13.6,2.2,16.0,5,0,2019
2019-06-29,Pasig,11.6,0.5,16.4,5,0,2019
2019-06-30,Quezon City,8.3,3.8,11.1,43,0,2019
2019-06-30,Marikina,2.5,0.6,16.0,15,0,2019
2019-06-30,Manila,5.4,0.7,10.4,5,0,2019
2019-06-30,Pasig,13.6,0.5,23.1,5,0,2019
2019-07-01,Quezon City,14.2,0.6,19.9,43,0,2019
2019-07-01,Marikina,3.7,0.5,15.1,15,0,2019
2019-07-01,Manila,2.7,0.5,19.5,5,0,2019
2019-07-01,Pasig,7.1,0.5,14.7,5,0,2019
2019-07-02,Quezon City,8.7,1.8,19.7,43,0,2019
2019-07-02,Marikina,28.6,4.1,22.1,15,0,2019
2019-07-02,Manila,24.9,1.7,19.2,5,0,2019
2019-07-02,Pasig,1.3,0.5,5.0,5,0,2019
2019-07-03,Quezon City,5.9,0.5,16.4,43,0,2019
2019-07-03,Marikina,26.8,3.5,22.1,15,0,2019
2019-07-03,Manila,11.2,2.6,16.7,5,0,2019
2019-07-03,Pasig,4.2,0.5,5.6,5,0,2019
2019-07-04,Quezon City,5.0,0.5,17.0,43,0,2019
2019-07-04,Marikina,10.4,0.5,20.5,15,0,2019
2019-07-04,Manila,4.7,0.5,12.9,5,0,2019
2019-07-04,Pasig,16.9,1.1,12.1,5,0,2019
2019-07-05,Quezon City,7.7,0.8,11.6,43,0,2019
2019-07-05,Marikina,17.4,1.0,19.3,15,0,2019
2019-07-05,Manila,11.4,2.6,17.7,5,0,2019
2019-07-05,Pasig,6.5,1.0,16.0,5,0,2019
2019-07-06,Quezon City,16.0,1.2,22.7,43,0,2019
2019-07-06,Marikina,11.6,3.9,14.6,15,0,2019
2019-07-06,Manila,16.4,1.1,21.7,5,0,2019
2019-07-06,Pasig,8.1,0.9,9.2,5,0,2019
2019-07-07,Quezon City,3.5,1.1,7.5,43,0,2019
2019-07-07,Marikina,12.7,2.1,7.7,15,0,2019
2019-07-07,Manila,12.4,1.1,14.6,5,0,2019
2019-07-07,Pasig,9.1,0.8,14.4,5,0,2019
2019-07-08,Quezon City,8.4,0.6,12.6,43,0,2019
2019-07-08,Marikina,18.3,1.9,15.7,15,0,2019
2019-07-08,Manila,11.4,1.5,11.0,5,0,2019
2019-07-08,Pasig,3.4,2.0,13.0,5,0,2019
2019-07-09,Quezon City,28.9,3.1,22.5,43,0,2019
2019-07-09,Marikina,7.8,0.5,5.5,15,0,2019
2019-07-09,Manila,10.3,0.6,16.2,5,0,2019
2019-07-09,Pasig,35.4,3.3,27.1,5,1,2019
2019-07-10,Quezon City,3.4,0.5,11.1,43,0,2019
2019-07-10,Marikina,6.0,0.8,27.6,15,0,2019
2019-07-10,Manila,10.7,0.5,7.6,5,0,2019
2019-07-10,Pasig,2.1,1.0,13.9,5,0,2019
2019-07-11,Quezon City,7.6,1.2,14.4,43,0,2019
2019-07-11,Marikina,8.6,0.5,13.9,15,0,2019
2019-07-11,Manila,22.7,3.8,15.9,5,0,2019
2019-07-11,Pasig,14.0,3.5,13.1,5,0,2019
2019-07-12,Quezon City,6.8,0.5,17.9,43,0,2019
2019-07-12,Marikina,4.0,0.5,6.7,15,0,2019
2019-07-12,Manila,9.1,0.5,28.9,5,0,2019
2019-07-12,Pasig,12.7,1.3,5.8,5,0,2019
2019-07-13,Quezon City,12.4,0.5,20.1,43,0,2019
2019-07-13,Marikina,9.6,0.5,20.8,15,0,2019
2019-07-13,Manila,9.8,1.4,18.1,5,0,2019
2019-07-13,Pasig,9.0,0.5,10.7,5,0,2019
2019-07-14,Quezon City,30.0,3.1,25.9,43,1,2019
2019-07-14,Marikina,5.0,0.6,17.8,15,0,2019
2019-07-14,Manila,12.7,0.6,10.8,5,0,2019
2019-07-14,Pasig,1.5,0.5,12.3,5,0,2019
2019-07-15,Quezon City,16.1,1.9,25.3,43,0,2019
2019-07-15,Marikina,21.0,1.6,29.8,15,0,2019
2019-07-15,Manila,12.9,1.2,28.4,5,0,2019
2019-07-15,Pasig,5.1,2.7,15.4,5,0,2019
2019-07-16,Quezon City,4.5,0.5,24.4,43,0,2019
2019-07-16,Marikina,11.1,0.6,23.5,15,0,2019
2019-07-16,Manila,11.6,2.0,7.5,5,0,2019
2019-07-16,Pasig,7.0,0.8,5.5,5,0,2019
2019-07-17,Quezon City,12.6,2.6,13.6,43,0,2019
2019-07-17,Marikina,2.2,1.8,13.0,15,0,2019
2019-07-17,Manila,12.6,2.0,18.3,5,0,2019
2019-07-17,Pasig,32.8,4.1,24.9,5,1,2019
2019-07-18,Quezon City,7.0,1.6,6.3,43,0,2019
2019-07-18,Marikina,8.3,1.1,13.1,15,0,2019
2019-07-18,Manila,9.8,1.5,19.1,5,0,2019
2019-07-18,Pasig,9.3,1.1,18.6,5,0,2019
2019-07-19,Quezon City,0.8,0.5,8.6,43,0,2019
2019-07-19,Marikina,8.8,2.0,14.7,15,0,2019
2019-07-19,Manila,1.7,0.8,7.5,5,0,2019
2019-07-19,Pasig,8.1,1.1,10.3,5,0,2019
2019-07-20,Quezon City,7.6,1.6,8.1,43,0,2019
2019-07-20,Marikina,6.4,2.3,20.3,15,0,2019
2019-07-20,Manila,5.2,2.5,9.5,5,0,2019
2019-07-20,Pasig,35.3,4.2,27.9,5,1,2019
2019-07-21,Quezon City,9.4,1.2,16.2,43,0,2019
2019-07-21,Marikina,12.3,2.9,11.6,15,0,2019
2019-07-21,Manila,10.7,0.5,12.3,5,0,2019
2019-07-21,Pasig,14.2,0.5,25.7,5,0,2019
2019-07-22,Quezon City,7.5,0.6,20.6,43,0,2019
2019-07-22,Marikina,18.8,1.5,7.4,15,0,2019
2019-07-22,Manila,29.2,3.9,26.1,5,0,2019
2019-07-22,Pasig,12.7,1.3,11.3,5,0,2019
2019-07-23,Quezon City,8.1,2.3,13.9,43,0,2019
2019-07-23,Marikina,37.6,3.5,24.4,15,1,2019
2019-07-23,Manila,8.4,0.5,20.5,5,0,2019
2019-07-23,Pasig,2.4,1.0,18.8,5,0,2019
2019-07-24,Quezon City,2.3,0.5,12.6,43,0,2019
2019-07-24,Marikina,4.2,1.4,17.7,15,0,2019
2019-07-24,Manila,5.1,1.0,12.4,5,0,2019
2019-07-24,Pasig,13.9,0.7,20.6,5,0,2019
2019-07-25,Quezon City,14.8,1.4,20.6,43,0,2019
2019-07-25,Marikina,33.5,3.1,26.8,15,1,2019
2019-07-25,Manila,3.4,0.5,7.5,5,0,2019
2019-07-25,Pasig,4.8,0.5,5.6,5,0,2019
2019-07-26,Quezon City,4.5,0.6,11.9,43,0,2019
2019-07-26,Marikina,3.0,1.3,15.8,15,0,2019
2019-07-26,Manila,12.8,3.7,19.8,5,0,2019
2019-07-26,Pasig,3.3,0.5,7.2,5,0,2019
2019-07-27,Quezon City,10.1,2.0,7.6,43,0,2019
2019-07-27,Marikina,0.9,0.6,6.2,15,0,2019
2019-07-27,Manila,8.1,1.7,9.7,5,0,2019
2019-07-27,Pasig,45.6,2.8,35.3,5,1,2019
2019-07-28,Quezon City,6.9,0.5,16.9,43,0,2019
2019-07-28,Marikina,4.3,0.9,16.8,15,0,2019
2019-07-28,Manila,20.3,1.5,23.9,5,0,2019
2019-07-28,Pasig,4.9,0.5,6.9,5,0,2019
2019-07-29,Quezon City,13.9,2.4,12.8,43,0,2019
2019-07-29,Marikina,10.4,1.6,19.3,15,0,2019
2019-07-29,Manila,11.3,0.5,12.0,5,0,2019
2019-07-29,Pasig,10.5,0.8,12.9,5,0,2019
2019-07-30,Quezon City,4.3,0.5,12.3,43,0,2019
2019-07-30,Marikina,7.5,0.6,14.1,15,0,2019
2019-07-30,Manila,4.7,1.2,8.3,5,0,2019
2019-07-30,Pasig,8.2,1.5,17.7,5,0,2019
2019-07-31,Quezon City,16.0,2.3,17.4,43,0,2019
2019-07-31,Marikina,5.7,0.5,18.8,15,0,2019
2019-07-31,Manila,3.4,0.5,8.4,5,0,2019
2019-07-31,Pasig,17.4,2.7,12.8,5,0,2019
2019-08-01,Quezon City,12.1,1.8,6.4,43,0,2019
2019-08-01,Marikina,7.2,2.0,6.1,15,0,2019
2019-08-01,Manila,5.7,0.5,17.6,5,0,2019
2019-08-01,Pasig,10.0,2.7,20.5,5,0,2019
2019-08-02,Quezon City,1.6,0.9,12.8,43,0,2019
2019-08-02,Marikina,6.6,0.5,18.4,15,0,2019
2019-08-02,Manila,23.0,2.1,31.1,5,0,2019
2019-08-02,Pasig,6.3,1.2,15.1,5,0,2019
2019-08-03,Quezon City,7.9,0.5,21.6,43,0,2019
2019-08-03,Marikina,12.7,3.5,15.8,15,0,2019
2019-08-03,Manila,9.7,2.0,20.3,5,0,2019
2019-08-03,Pasig,2.7,2.1,8.3,5,0,2019
2019-08-04,Quezon City,3.8,0.5,18.2,43,0,2019
2019-08-04,Marikina,21.9,2.9,12.9,15,0,2019
2019-08-04,Manila,7.4,0.5,12.9,5,0,2019
2019-08-04,Pasig,2.3,0.5,19.6,5,0,2019
2019-08-05,Quezon City,3.1,0.5,7.0,43,0,2019
2019-08-05,Marikina,3.9,0.5,6.6,15,0,2019
2019-08-05,Manila,6.2,0.5,14.5,5,0,2019
2019-08-05,Pasig,13.4,2.1,13.9,5,0,2019
2019-08-06,Quezon City,17.7,2.1,10.8,43,0,2019
2019-08-06,Marikina,13.6,0.5,20.9,15,0,2019
2019-08-06,Manila,1.4,0.5,18.3,5,0,2019
2019-08-06,Pasig,5.6,0.5,14.8,5,0,2019
2019-08-07,Quezon City,15.0,2.3,15.4,43,0,2019
2019-08-07,Marikina,3.4,0.5,15.1,15,0,2019
2019-08-07,Manila,18.6,3.7,17.0,5,0,2019
2019-08-07,Pasig,4.4,0.5,11.6,5,0,2019
2019-08-08,Quezon City,15.3,2.9,23.5,43,0,2019
2019-08-08,Marikina,12.0,0.5,15.6,15,0,2019
2019-08-08,Manila,13.8,2.7,15.5,5,0,2019
2019-08-08,Pasig,17.6,1.2,10.7,5,0,2019
2019-08-09,Quezon City,5.4,2.0,5.0,43,0,2019
2019-08-09,Marikina,9.1,0.5,21.6,15,0,2019
2019-08-09,Manila,2.4,0.8,5.0,5,0,2019
2019-08-09,Pasig,1.7,1.9,18.1,5,0,2019
2019-08-10,Quezon City,14.5,3.7,17.3,43,0,2019
2019-08-10,Marikina,33.0,4.3,28.1,15,1,2019
2019-08-10,Manila,25.8,1.8,19.5,5,0,2019
2019-08-10,Pasig,9.1,0.5,15.5,5,0,2019
2019-08-11,Quezon City,6.5,2.0,12.0,43,0,2019
2019-08-11,Marikina,18.3,0.7,14.9,15,0,2019
2019-08-11,Manila,2.9,0.5,5.0,5,0,2019
2019-08-11,Pasig,0.9,1.7,6.1,5,0,2019
2019-08-12,Quezon City,17.8,1.3,17.4,43,0,2019
2019-08-12,Marikina,9.4,1.3,11.4,15,0,2019
2019-08-12,Manila,4.3,0.5,9.2,5,0,2019
2019-08-12,Pasig,14.7,1.7,16.4,5,0,2019
2019-08-13,Quezon City,25.7,2.4,17.0,43,0,2019
